0.06400299	97.73625183	138.6168976	50.05843734	50	0.04324309	0	Experience Name: 20170807 4ppbv BTEX 1min #2						
0.16000366	97.57347869	138.4709778	50.08528518	50	0.04322963	0	Operator Name: 						
0.2559967	97.43177795	138.462265	50.04539489	50	0.04318802	0	Start time: 8/7/2017 3:11:50 PM 8/7/2017 3:11:50 PM						
0.35199737	97.2835083	138.815155	50.10504913	50	0.04330299	0	Sampling/Pumping time: 60						
0.44799804	97.14350891	138.1188507	50.05934524	50	0.04333897	0	Waiting time: 20						
0.54399871	97.02540588	137.8787231	50.06365966	50	0.04333406	0	Lowest Temperature: 50						
0.63999938	96.85573577	137.835434	50.0928421	50	0.04328081	0	Low holding time: 0.5						
0.73600006	96.78997802	138.2506866	50.05366897	50	0.04314417	0	Temperature 1: 80						
0.83200073	96.68107604	137.6948547	50.00281524	50	0.04294424	0	Temp1 holding time: 0.5						
0.9280014	96.59749603	137.2873383	50.01004028	50	0.04315353	0	Ramping speed 1: 10.0						
1.02400207	96.46582794	137.2541199	50.04677963	50	0.04316848	0	Temperature2: 80						
1.12000274	96.36412811	137.6294098	49.98820114	50	0.04308022	50	Temp2 holding time: 0						
1.21600341	96.27169036	137.454071	50.15559387	50	0.0430395	0	Ramping speed 2: 15						
1.31199645	96.24372863	136.891449	49.95658493	50	0.04306307	50	Time	PID1	PID2	Temp	Setpoint	pressure	pwm%
1.40799713	96.21534729	136.8724518	49.9466896	50	0.04301421	50							
1.5039978	96.13391113	137.1326904	48.1798439	50	0.04312153	50							
1.59999847	96.03852081	137.2366943	50.11465835	50	0.04300055	0							
1.69599914	96.00228881	136.5811462	49.99373245	50	0.0428704	50							
1.79199981	95.95963287	136.5423279	49.29723739	50	0.04298594	50							
1.88800048	95.93640899	136.6148224	48.78470993	50	0.04298648	50							
1.98400115	95.83861541	136.983429	50.20888137	50	0.04295505	0							
2.08000183	95.85959625	136.3292236	50.13859558	50	0.04286283	0							
2.1760025	95.84355926	136.266037	50.19734191	50	0.04292199	0							
2.27200317	95.75394439	136.3470001	50.23055267	50	0.04298403	0							
2.36799621	95.72631072	136.8198547	50.25437164	50	0.04300036	0							
2.46399688	95.72716522	136.2560883	50.27151107	50	0.04280968	0							
2.55999755	95.68868255	136.0600128	50.37164688	50	0.04288726	0							
2.65599822	95.63667297	136.1002502	50.41244125	50	0.04294826	0							
2.7519989	95.63174438	136.6057587	50.38838577	50	0.04276865	0							
2.84799957	95.64840698	136.2449188	50.42760467	50	0.04273768	0							
2.94400024	95.59655761	135.9151306	50.45922088	50	0.04269075	0							
3.04000091	95.55401611	135.9560547	50.41790008	50	0.04286271	0							
3.13600158	95.52789306	136.3739166	50.46389389	50	0.04281372	0							
3.23200225	95.55760192	136.2900085	50.42741394	50	0.04288637	0							
3.32800292	95.50517272	135.7949066	50.45819473	50	0.04288081	0							
3.4240036	95.50686645	135.7860413	50.47266769	50	0.04260565	0							
3.51999664	95.4513626	136.0533752	50.47326278	50	0.04278739	0							
3.61599731	95.47639465	136.2586975	50.42655563	50	0.04283249	0							
3.71199798	95.42365264	135.6343994	50.44932556	50	0.04267574	0							
