Experience Name: 20170807 4ppbv BTEX 0.2min #5
Operator Name: 
Start time: 8/7/2017 2:15:34 PM 8/7/2017 2:15:34 PM
Sampling/Pumping time: 12
Waiting time: 20
Lowest Temperature: 50
Low holding time: 0.5
Temperature 1: 80
Temp1 holding time: 0.5
Ramping speed 1: 10.0
Temperature2: 80
Temp2 holding time: 0
Ramping speed 2: 15
Time,PID1,PID2,Temp,Setpoint,pressure,pwm%

0.06399918,102.20197296,143.42662048,50.14174270,50.00000000,0.04419652,0.00000000
0.15999984,101.99982452,143.68925476,50.14271926,50.00000000,0.04431228,0.00000000
0.25600051,101.77458953,143.13031005,50.12683868,50.00000000,0.04435107,0.00000000
0.35200119,101.53946685,142.61906433,50.17218780,50.00000000,0.04415807,0.00000000
0.44800186,101.32878875,142.42420959,50.14760589,50.00000000,0.04419389,0.00000000
0.54399871,101.14633178,142.70034790,50.14519882,50.00000000,0.04414526,0.00000000
0.63999938,100.94638824,142.39329528,50.07567596,50.00000000,0.04416419,0.00000000
0.73600006,100.80522918,141.74975585,50.09641647,50.00000000,0.04407446,0.00000000
0.83200073,100.62097930,141.61656188,50.11010360,50.00000000,0.04388010,0.00000000
0.92800140,100.49273681,141.82046508,50.08971786,50.00000000,0.04381344,0.00000000
1.02399826,100.35577392,141.76759338,50.08144378,50.00000000,0.04399624,0.00000000
1.11999893,100.22113800,141.02706909,50.09315109,50.00000000,0.04388023,0.00000000
1.21599960,100.13636779,140.89807128,50.10697937,50.00000000,0.04384025,0.00000000
1.31200027,99.97434997,141.00738525,50.07062149,50.00000000,0.04382732,0.00000000
1.40800094,99.91627502,141.21734619,50.03254699,50.00000000,0.04392950,0.00000000
1.50400161,99.84027862,140.48776245,49.95477294,50.00000000,0.04384113,50.00000000
1.59999847,99.73872375,140.41896057,47.12050247,50.00000000,0.04378047,50.00000000
1.69599914,99.68705749,140.45857238,50.01340103,50.00000000,0.04374605,0.00000000
1.79199981,99.57246398,140.82559204,49.96128082,50.00000000,0.04388962,50.00000000
1.88800048,99.53229522,140.13179016,52.40249633,50.00000000,0.04376815,0.00000000
1.98400115,99.43615722,139.97558593,50.03881454,50.00000000,0.04371730,0.00000000
2.08000183,99.36226654,139.94548034,49.97527694,50.00000000,0.04378293,50.00000000
2.17599868,99.31098937,140.44778442,50.40412139,50.00000000,0.04370121,0.00000000
2.27199935,99.23509216,139.88508605,49.99337387,50.00000000,0.04368859,50.00000000
2.36800003,99.24930572,139.66049194,47.22042083,50.00000000,0.04377147,50.00000000
2.46400070,99.26844787,139.60568237,50.11222457,50.00000000,0.04365744,0.00000000
2.56000137,99.13729095,140.08448791,50.10557174,50.00000000,0.04375144,0.00000000
2.65599822,99.08396911,139.73341369,50.10924530,50.00000000,0.04372505,0.00000000
2.75199890,99.02206420,139.27178955,50.11701583,50.00000000,0.04360189,0.00000000
2.84799957,98.97335052,139.29205322,50.19324111,50.00000000,0.04356705,0.00000000
2.94400024,98.93831634,139.71376037,50.14710617,50.00000000,0.04368753,0.00000000
3.04000091,98.93999481,139.66136169,50.17449951,50.00000000,0.04370635,0.00000000
3.13600158,98.93376159,139.13475036,50.19038009,50.00000000,0.04345557,0.00000000
3.23199844,98.85617065,139.18893432,50.22981262,50.00000000,0.04371334,0.00000000
3.32799911,98.82410430,139.47140502,50.23174285,50.00000000,0.04370898,0.00000000
3.42399978,98.81771087,139.63926696,50.21386337,50.00000000,0.04360991,0.00000000
3.52000045,98.78941345,138.97894287,50.25661087,50.00000000,0.04357358,0.00000000
3.61600112,98.76016998,139.04064941,50.17826843,50.00000000,0.04350419,0.00000000
3.71200180,98.71606445,139.15487670,50.26467132,50.00000000,0.04361218,0.00000000
3.80799865,98.71911621,139.54244995,50.19061660,50.00000000,0.04377676,0.00000000
3.90399932,98.71027374,138.88154602,50.16076660,50.00000000,0.04345268,0.00000000
4.00000000,98.67870330,138.89935302,50.20072555,50.00000000,0.04350861,0.00000000
4.09600067,98.63468170,139.01611328,50.16002655,50.00000000,0.04352887,0.00000000
4.19200134,98.61227416,139.47859191,50.16212463,50.00000000,0.04363317,0.00000000
4.28799819,98.60410308,138.85223388,50.17507171,50.00000000,0.04347604,0.00000000
4.38399887,98.54369354,138.69743347,50.11599349,50.00000000,0.04346314,0.00000000
4.47999954,98.53150177,138.76863098,50.11217880,50.00000000,0.04349017,0.00000000
4.57600021,98.51820373,139.31765747,50.09536743,50.00000000,0.04363489,0.00000000
4.67200088,98.48543548,138.88236999,50.08464050,50.00000000,0.04342405,0.00000000
4.76800155,98.53021240,138.61567687,50.07505416,50.00000000,0.04338214,0.00000000
4.86399841,98.47772216,138.66424560,50.06382751,50.00000000,0.04343157,0.00000000
4.95999908,98.44147491,139.21823120,49.99513626,50.00000000,0.04367822,50.00000000
5.05599975,98.46871185,138.95741271,47.14324569,50.00000000,0.04362902,50.00000000
5.15200042,98.45572662,138.51856994,50.04892349,50.00000000,0.04341773,0.00000000
5.24800109,98.38578033,138.59933471,50.01263809,50.00000000,0.04338478,0.00000000
5.34400177,98.37026977,139.01788330,49.97603988,50.00000000,0.04350948,50.00000000
5.43999862,98.37981414,139.04586791,47.14257812,50.00000000,0.04364392,50.00000000
5.53599929,98.40867614,138.49920654,50.02816009,50.00000000,0.04337275,0.00000000
5.63199996,98.32593536,138.55995178,50.01411437,50.00000000,0.04347546,0.00000000
5.72800064,98.32688903,138.85388183,50.02386856,50.00000000,0.04353415,0.00000000
5.82400131,98.32901763,139.06333923,50.01640319,50.00000000,0.04361679,0.00000000
5.91999816,98.30844116,138.41291809,50.03147125,50.00000000,0.04323941,0.00000000
6.01599884,98.32727050,138.41036987,50.08132553,50.00000000,0.04343491,0.00000000
6.11199951,98.26142883,138.66294860,50.13270568,50.00000000,0.04341208,0.00000000
6.20800018,98.25404357,139.01925659,50.07052612,50.00000000,0.04346526,0.00000000
6.30400085,98.24216461,138.34165954,50.09904098,50.00000000,0.04342446,0.00000000
